year,spectra_area,driver_area,decade,ISD Exponent,metric,value
1970,Gulf of Maine,Gulf of Maine,1970,-0.817371887,SST,NA
1970,Gulf of Maine,Gulf of Maine,1970,-0.817371887,Commercial Landings,169455791
1970,Gulf of Maine,Gulf of Maine,1970,-0.817371887,Spectra Slope,-0.435912591
1970,Gulf of Maine,Gulf of Maine,1970,-0.817371887,GSI,-0.96387809
1970,Gulf of Maine,Gulf of Maine,1970,-0.817371887,zp_small,NA
1970,Gulf of Maine,Gulf of Maine,1970,-0.817371887,zp_large,NA
1970,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.09794742,SST,NA
1970,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.09794742,Commercial Landings,8000
1970,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.09794742,Spectra Slope,-1.222085508
1970,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.09794742,GSI,-0.96387809
1970,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.09794742,zp_small,NA
1970,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.09794742,zp_large,NA
1970,Southern New England,Southern New England,1970,-1.021013795,SST,NA
1970,Southern New England,Southern New England,1970,-1.021013795,Commercial Landings,122014497
1970,Southern New England,Southern New England,1970,-1.021013795,Spectra Slope,-1.106596025
1970,Southern New England,Southern New England,1970,-1.021013795,GSI,-0.96387809
1970,Southern New England,Southern New England,1970,-1.021013795,zp_small,NA
1970,Southern New England,Southern New England,1970,-1.021013795,zp_large,NA
1971,Georges Bank,Georges Bank,1970,-0.94916492,SST,NA
1971,Georges Bank,Georges Bank,1970,-0.94916492,Commercial Landings,74865651
1971,Georges Bank,Georges Bank,1970,-0.94916492,Spectra Slope,-0.969936753
1971,Georges Bank,Georges Bank,1970,-0.94916492,GSI,-0.951402267
1971,Georges Bank,Georges Bank,1970,-0.94916492,zp_small,NA
1971,Georges Bank,Georges Bank,1970,-0.94916492,zp_large,NA
1971,Gulf of Maine,Gulf of Maine,1970,-0.802492163,SST,NA
1971,Gulf of Maine,Gulf of Maine,1970,-0.802492163,Commercial Landings,170155599
1971,Gulf of Maine,Gulf of Maine,1970,-0.802492163,Spectra Slope,-0.702154916
1971,Gulf of Maine,Gulf of Maine,1970,-0.802492163,GSI,-0.951402267
1971,Gulf of Maine,Gulf of Maine,1970,-0.802492163,zp_small,NA
1971,Gulf of Maine,Gulf of Maine,1970,-0.802492163,zp_large,NA
1971,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.138168818,SST,NA
1971,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.138168818,Commercial Landings,22240
1971,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.138168818,Spectra Slope,-1.207593032
1971,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.138168818,GSI,-0.951402267
1971,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.138168818,zp_small,NA
1971,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.138168818,zp_large,NA
1971,Southern New England,Southern New England,1970,-1.068002248,SST,NA
1971,Southern New England,Southern New England,1970,-1.068002248,Commercial Landings,95534652
1971,Southern New England,Southern New England,1970,-1.068002248,Spectra Slope,-1.145839623
1971,Southern New England,Southern New England,1970,-1.068002248,GSI,-0.951402267
1971,Southern New England,Southern New England,1970,-1.068002248,zp_small,NA
1971,Southern New England,Southern New England,1970,-1.068002248,zp_large,NA
1972,Georges Bank,Georges Bank,1970,-0.916013683,SST,NA
1972,Georges Bank,Georges Bank,1970,-0.916013683,Commercial Landings,70431928
1972,Georges Bank,Georges Bank,1970,-0.916013683,Spectra Slope,-0.891491548
1972,Georges Bank,Georges Bank,1970,-0.916013683,GSI,-0.058712439
1972,Georges Bank,Georges Bank,1970,-0.916013683,zp_small,NA
1972,Georges Bank,Georges Bank,1970,-0.916013683,zp_large,NA
1972,Gulf of Maine,Gulf of Maine,1970,-0.868075877,SST,NA
1972,Gulf of Maine,Gulf of Maine,1970,-0.868075877,Commercial Landings,171732809
1972,Gulf of Maine,Gulf of Maine,1970,-0.868075877,Spectra Slope,-0.719711354
1972,Gulf of Maine,Gulf of Maine,1970,-0.868075877,GSI,-0.058712439
1972,Gulf of Maine,Gulf of Maine,1970,-0.868075877,zp_small,NA
1972,Gulf of Maine,Gulf of Maine,1970,-0.868075877,zp_large,NA
1972,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.143528211,SST,NA
1972,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.143528211,Commercial Landings,143855
1972,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.143528211,Spectra Slope,-1.168796663
1972,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.143528211,GSI,-0.058712439
1972,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.143528211,zp_small,NA
1972,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.143528211,zp_large,NA
1972,Southern New England,Southern New England,1970,-0.923655872,SST,NA
1972,Southern New England,Southern New England,1970,-0.923655872,Commercial Landings,87251734
1972,Southern New England,Southern New England,1970,-0.923655872,Spectra Slope,-0.945840961
1972,Southern New England,Southern New England,1970,-0.923655872,GSI,-0.058712439
1972,Southern New England,Southern New England,1970,-0.923655872,zp_small,NA
1972,Southern New England,Southern New England,1970,-0.923655872,zp_large,NA
1973,Georges Bank,Georges Bank,1970,-0.850849882,SST,NA
1973,Georges Bank,Georges Bank,1970,-0.850849882,Commercial Landings,78308866
1973,Georges Bank,Georges Bank,1970,-0.850849882,Spectra Slope,-0.785036035
1973,Georges Bank,Georges Bank,1970,-0.850849882,GSI,0.119434262
1973,Georges Bank,Georges Bank,1970,-0.850849882,zp_small,NA
1973,Georges Bank,Georges Bank,1970,-0.850849882,zp_large,NA
1973,Gulf of Maine,Gulf of Maine,1970,-0.816499405,SST,NA
1973,Gulf of Maine,Gulf of Maine,1970,-0.816499405,Commercial Landings,182400954
1973,Gulf of Maine,Gulf of Maine,1970,-0.816499405,Spectra Slope,-0.622372673
1973,Gulf of Maine,Gulf of Maine,1970,-0.816499405,GSI,0.119434262
1973,Gulf of Maine,Gulf of Maine,1970,-0.816499405,zp_small,NA
1973,Gulf of Maine,Gulf of Maine,1970,-0.816499405,zp_large,NA
1973,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.977675106,SST,NA
1973,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.977675106,Commercial Landings,673049
1973,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.977675106,Spectra Slope,-0.892713163
1973,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.977675106,GSI,0.119434262
1973,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.977675106,zp_small,NA
1973,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.977675106,zp_large,NA
1973,Southern New England,Southern New England,1970,-1.009761417,SST,NA
1973,Southern New England,Southern New England,1970,-1.009761417,Commercial Landings,100291637
1973,Southern New England,Southern New England,1970,-1.009761417,Spectra Slope,-1.040148321
1973,Southern New England,Southern New England,1970,-1.009761417,GSI,0.119434262
1973,Southern New England,Southern New England,1970,-1.009761417,zp_small,NA
1973,Southern New England,Southern New England,1970,-1.009761417,zp_large,NA
1974,Georges Bank,Georges Bank,1970,-1.092869504,SST,NA
1974,Georges Bank,Georges Bank,1970,-1.092869504,Commercial Landings,67351418
1974,Georges Bank,Georges Bank,1970,-1.092869504,Spectra Slope,-1.141125379
1974,Georges Bank,Georges Bank,1970,-1.092869504,GSI,0.675986742
1974,Georges Bank,Georges Bank,1970,-1.092869504,zp_small,NA
1974,Georges Bank,Georges Bank,1970,-1.092869504,zp_large,NA
1974,Gulf of Maine,Gulf of Maine,1970,-0.870041447,SST,NA
1974,Gulf of Maine,Gulf of Maine,1970,-0.870041447,Commercial Landings,196596192
1974,Gulf of Maine,Gulf of Maine,1970,-0.870041447,Spectra Slope,-0.803196814
1974,Gulf of Maine,Gulf of Maine,1970,-0.870041447,GSI,0.675986742
1974,Gulf of Maine,Gulf of Maine,1970,-0.870041447,zp_small,NA
1974,Gulf of Maine,Gulf of Maine,1970,-0.870041447,zp_large,NA
1974,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.97742876,SST,NA
1974,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.97742876,Commercial Landings,105052
1974,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.97742876,Spectra Slope,-0.882320404
1974,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.97742876,GSI,0.675986742
1974,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.97742876,zp_small,NA
1974,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.97742876,zp_large,NA
1974,Southern New England,Southern New England,1970,-0.99070663,SST,NA
1974,Southern New England,Southern New England,1970,-0.99070663,Commercial Landings,101694685
1974,Southern New England,Southern New England,1970,-0.99070663,Spectra Slope,-1.069757306
1974,Southern New England,Southern New England,1970,-0.99070663,GSI,0.675986742
1974,Southern New England,Southern New England,1970,-0.99070663,zp_small,NA
1974,Southern New England,Southern New England,1970,-0.99070663,zp_large,NA
1975,Georges Bank,Georges Bank,1970,-1.005312365,SST,NA
1975,Georges Bank,Georges Bank,1970,-1.005312365,Commercial Landings,74701620
1975,Georges Bank,Georges Bank,1970,-1.005312365,Spectra Slope,-1.052578086
1975,Georges Bank,Georges Bank,1970,-1.005312365,GSI,-0.033448539
1975,Georges Bank,Georges Bank,1970,-1.005312365,zp_small,NA
1975,Georges Bank,Georges Bank,1970,-1.005312365,zp_large,NA
1975,Gulf of Maine,Gulf of Maine,1970,-0.948499345,SST,NA
1975,Gulf of Maine,Gulf of Maine,1970,-0.948499345,Commercial Landings,203238634
1975,Gulf of Maine,Gulf of Maine,1970,-0.948499345,Spectra Slope,-0.802680808
1975,Gulf of Maine,Gulf of Maine,1970,-0.948499345,GSI,-0.033448539
1975,Gulf of Maine,Gulf of Maine,1970,-0.948499345,zp_small,NA
1975,Gulf of Maine,Gulf of Maine,1970,-0.948499345,zp_large,NA
1975,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.074990283,SST,NA
1975,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.074990283,Commercial Landings,4489
1975,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.074990283,Spectra Slope,-1.042318947
1975,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.074990283,GSI,-0.033448539
1975,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.074990283,zp_small,NA
1975,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.074990283,zp_large,NA
1975,Southern New England,Southern New England,1970,-1.023803561,SST,NA
1975,Southern New England,Southern New England,1970,-1.023803561,Commercial Landings,71496174
1975,Southern New England,Southern New England,1970,-1.023803561,Spectra Slope,-1.11131639
1975,Southern New England,Southern New England,1970,-1.023803561,GSI,-0.033448539
1975,Southern New England,Southern New England,1970,-1.023803561,zp_small,NA
1975,Southern New England,Southern New England,1970,-1.023803561,zp_large,NA
1976,Georges Bank,Georges Bank,1970,-0.881203908,SST,NA
1976,Georges Bank,Georges Bank,1970,-0.881203908,Commercial Landings,72986175
1976,Georges Bank,Georges Bank,1970,-0.881203908,Spectra Slope,-0.778294055
1976,Georges Bank,Georges Bank,1970,-0.881203908,GSI,0.514816517
1976,Georges Bank,Georges Bank,1970,-0.881203908,zp_small,NA
1976,Georges Bank,Georges Bank,1970,-0.881203908,zp_large,NA
1976,Gulf of Maine,Gulf of Maine,1970,-0.850994374,SST,NA
1976,Gulf of Maine,Gulf of Maine,1970,-0.850994374,Commercial Landings,271182082
1976,Gulf of Maine,Gulf of Maine,1970,-0.850994374,Spectra Slope,-0.697178995
1976,Gulf of Maine,Gulf of Maine,1970,-0.850994374,GSI,0.514816517
1976,Gulf of Maine,Gulf of Maine,1970,-0.850994374,zp_small,NA
1976,Gulf of Maine,Gulf of Maine,1970,-0.850994374,zp_large,NA
1976,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.129184079,SST,NA
1976,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.129184079,Commercial Landings,189394
1976,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.129184079,Spectra Slope,-1.272071403
1976,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.129184079,GSI,0.514816517
1976,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.129184079,zp_small,NA
1976,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.129184079,zp_large,NA
1976,Southern New England,Southern New England,1970,-1.100649809,SST,NA
1976,Southern New England,Southern New England,1970,-1.100649809,Commercial Landings,63748096
1976,Southern New England,Southern New England,1970,-1.100649809,Spectra Slope,-1.245541028
1976,Southern New England,Southern New England,1970,-1.100649809,GSI,0.514816517
1976,Southern New England,Southern New England,1970,-1.100649809,zp_small,NA
1976,Southern New England,Southern New England,1970,-1.100649809,zp_large,NA
1977,Georges Bank,Georges Bank,1970,-0.864361985,SST,NA
1977,Georges Bank,Georges Bank,1970,-0.864361985,Commercial Landings,87123260
1977,Georges Bank,Georges Bank,1970,-0.864361985,Spectra Slope,-0.824041914
1977,Georges Bank,Georges Bank,1970,-0.864361985,GSI,0.314458863
1977,Georges Bank,Georges Bank,1970,-0.864361985,zp_small,-0.583445986
1977,Georges Bank,Georges Bank,1970,-0.864361985,zp_large,0.310270647
1977,Gulf of Maine,Gulf of Maine,1970,-0.820745274,SST,NA
1977,Gulf of Maine,Gulf of Maine,1970,-0.820745274,Commercial Landings,273898347
1977,Gulf of Maine,Gulf of Maine,1970,-0.820745274,Spectra Slope,-0.596026281
1977,Gulf of Maine,Gulf of Maine,1970,-0.820745274,GSI,0.314458863
1977,Gulf of Maine,Gulf of Maine,1970,-0.820745274,zp_small,-0.384527255
1977,Gulf of Maine,Gulf of Maine,1970,-0.820745274,zp_large,0.21759771
1977,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.066075481,SST,NA
1977,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.066075481,Commercial Landings,106364
1977,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.066075481,Spectra Slope,-1.309250101
1977,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.066075481,GSI,0.314458863
1977,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.066075481,zp_small,0.157380766
1977,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.066075481,zp_large,0.181766304
1977,Southern New England,Southern New England,1970,-1.013407251,SST,NA
1977,Southern New England,Southern New England,1970,-1.013407251,Commercial Landings,62782603
1977,Southern New England,Southern New England,1970,-1.013407251,Spectra Slope,-1.09041875
1977,Southern New England,Southern New England,1970,-1.013407251,GSI,0.314458863
1977,Southern New England,Southern New England,1970,-1.013407251,zp_small,0.157380766
1977,Southern New England,Southern New England,1970,-1.013407251,zp_large,0.181766304
1978,Georges Bank,Georges Bank,1970,-0.947608736,SST,NA
1978,Georges Bank,Georges Bank,1970,-0.947608736,Commercial Landings,100037069
1978,Georges Bank,Georges Bank,1970,-0.947608736,Spectra Slope,-0.947943335
1978,Georges Bank,Georges Bank,1970,-0.947608736,GSI,-0.439780909
1978,Georges Bank,Georges Bank,1970,-0.947608736,zp_small,-0.119976735
1978,Georges Bank,Georges Bank,1970,-0.947608736,zp_large,0.366697323
1978,Gulf of Maine,Gulf of Maine,1970,-0.813888344,SST,NA
1978,Gulf of Maine,Gulf of Maine,1970,-0.813888344,Commercial Landings,317824988
1978,Gulf of Maine,Gulf of Maine,1970,-0.813888344,Spectra Slope,-0.681784088
1978,Gulf of Maine,Gulf of Maine,1970,-0.813888344,GSI,-0.439780909
1978,Gulf of Maine,Gulf of Maine,1970,-0.813888344,zp_small,-0.207440725
1978,Gulf of Maine,Gulf of Maine,1970,-0.813888344,zp_large,0.066061334
1978,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.99923095,SST,NA
1978,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.99923095,Commercial Landings,61231871
1978,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.99923095,Spectra Slope,-0.825600723
1978,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.99923095,GSI,-0.439780909
1978,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.99923095,zp_small,0.213108351
1978,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-0.99923095,zp_large,-0.331058586
1978,Southern New England,Southern New England,1970,-0.998513304,SST,NA
1978,Southern New England,Southern New England,1970,-0.998513304,Commercial Landings,142844103
1978,Southern New England,Southern New England,1970,-0.998513304,Spectra Slope,-1.156459969
1978,Southern New England,Southern New England,1970,-0.998513304,GSI,-0.439780909
1978,Southern New England,Southern New England,1970,-0.998513304,zp_small,0.213108351
1978,Southern New England,Southern New England,1970,-0.998513304,zp_large,-0.331058586
1979,Georges Bank,Georges Bank,1970,-0.856907915,SST,NA
1979,Georges Bank,Georges Bank,1970,-0.856907915,Commercial Landings,113012740
1979,Georges Bank,Georges Bank,1970,-0.856907915,Spectra Slope,-0.730470935
1979,Georges Bank,Georges Bank,1970,-0.856907915,GSI,-0.220750713
1979,Georges Bank,Georges Bank,1970,-0.856907915,zp_small,-0.063597147
1979,Georges Bank,Georges Bank,1970,-0.856907915,zp_large,-0.06886897
1979,Gulf of Maine,Gulf of Maine,1970,-0.871802845,SST,NA
1979,Gulf of Maine,Gulf of Maine,1970,-0.871802845,Commercial Landings,372910185
1979,Gulf of Maine,Gulf of Maine,1970,-0.871802845,Spectra Slope,-0.641158954
1979,Gulf of Maine,Gulf of Maine,1970,-0.871802845,GSI,-0.220750713
1979,Gulf of Maine,Gulf of Maine,1970,-0.871802845,zp_small,-0.094613901
1979,Gulf of Maine,Gulf of Maine,1970,-0.871802845,zp_large,0.019043165
1979,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.120551817,SST,NA
1979,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.120551817,Commercial Landings,29031861
1979,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.120551817,Spectra Slope,-1.095222566
1979,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.120551817,GSI,-0.220750713
1979,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.120551817,zp_small,0.27533472
1979,Mid-Atlantic Bight,Mid-Atlantic Bight,1970,-1.120551817,zp_large,-0.391799468
1979,Southern New England,Southern New England,1970,-1.064619121,SST,NA
1979,Southern New England,Southern New England,1970,-1.064619121,Commercial Landings,155807332
1979,Southern New England,Southern New England,1970,-1.064619121,Spectra Slope,-1.12992059
1979,Southern New England,Southern New England,1970,-1.064619121,GSI,-0.220750713
1979,Southern New England,Southern New England,1970,-1.064619121,zp_small,0.27533472
1979,Southern New England,Southern New England,1970,-1.064619121,zp_large,-0.391799468
1980,Georges Bank,Georges Bank,1980,-1.03092824,SST,NA
1980,Georges Bank,Georges Bank,1980,-1.03092824,Commercial Landings,139172791
1980,Georges Bank,Georges Bank,1980,-1.03092824,Spectra Slope,-1.058617048
1980,Georges Bank,Georges Bank,1980,-1.03092824,GSI,0.031904951
1980,Georges Bank,Georges Bank,1980,-1.03092824,zp_small,-0.287872747
1980,Georges Bank,Georges Bank,1980,-1.03092824,zp_large,-0.123233172
1980,Gulf of Maine,Gulf of Maine,1980,-0.845794167,SST,NA
1980,Gulf of Maine,Gulf of Maine,1980,-0.845794167,Commercial Landings,431264688
1980,Gulf of Maine,Gulf of Maine,1980,-0.845794167,Spectra Slope,-0.656097063
1980,Gulf of Maine,Gulf of Maine,1980,-0.845794167,GSI,0.031904951
1980,Gulf of Maine,Gulf of Maine,1980,-0.845794167,zp_small,-0.119072662
1980,Gulf of Maine,Gulf of Maine,1980,-0.845794167,zp_large,-0.117113754
1980,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.088538455,SST,NA
1980,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.088538455,Commercial Landings,39975689
1980,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.088538455,Spectra Slope,-1.017520384
1980,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.088538455,GSI,0.031904951
1980,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.088538455,zp_small,0.278229071
1980,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.088538455,zp_large,-0.446100604
1980,Southern New England,Southern New England,1980,-1.041092605,SST,NA
1980,Southern New England,Southern New England,1980,-1.041092605,Commercial Landings,171242146
1980,Southern New England,Southern New England,1980,-1.041092605,Spectra Slope,-1.069145615
1980,Southern New England,Southern New England,1980,-1.041092605,GSI,0.031904951
1980,Southern New England,Southern New England,1980,-1.041092605,zp_small,0.278229071
1980,Southern New England,Southern New England,1980,-1.041092605,zp_large,-0.446100604
1981,Georges Bank,Georges Bank,1980,-0.828326492,SST,NA
1981,Georges Bank,Georges Bank,1980,-0.828326492,Commercial Landings,111449342
1981,Georges Bank,Georges Bank,1980,-0.828326492,Spectra Slope,-0.661379236
1981,Georges Bank,Georges Bank,1980,-0.828326492,GSI,-0.578681311
1981,Georges Bank,Georges Bank,1980,-0.828326492,zp_small,-0.147829685
1981,Georges Bank,Georges Bank,1980,-0.828326492,zp_large,-0.092046193
1981,Gulf of Maine,Gulf of Maine,1980,-0.816913954,SST,NA
1981,Gulf of Maine,Gulf of Maine,1980,-0.816913954,Commercial Landings,371209586
1981,Gulf of Maine,Gulf of Maine,1980,-0.816913954,Spectra Slope,-0.618767735
1981,Gulf of Maine,Gulf of Maine,1980,-0.816913954,GSI,-0.578681311
1981,Gulf of Maine,Gulf of Maine,1980,-0.816913954,zp_small,-0.172091273
1981,Gulf of Maine,Gulf of Maine,1980,-0.816913954,zp_large,-0.334904347
1981,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.081248938,SST,NA
1981,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.081248938,Commercial Landings,41880966
1981,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.081248938,Spectra Slope,-0.940972052
1981,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.081248938,GSI,-0.578681311
1981,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.081248938,zp_small,0.098859098
1981,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.081248938,zp_large,-0.357022918
1981,Southern New England,Southern New England,1980,-1.007322283,SST,NA
1981,Southern New England,Southern New England,1980,-1.007322283,Commercial Landings,143451193
1981,Southern New England,Southern New England,1980,-1.007322283,Spectra Slope,-1.078943568
1981,Southern New England,Southern New England,1980,-1.007322283,GSI,-0.578681311
1981,Southern New England,Southern New England,1980,-1.007322283,zp_small,0.098859098
1981,Southern New England,Southern New England,1980,-1.007322283,zp_large,-0.357022918
1982,Georges Bank,Georges Bank,1980,-0.860311734,SST,-0.143970177
1982,Georges Bank,Georges Bank,1980,-0.860311734,Commercial Landings,112501235
1982,Georges Bank,Georges Bank,1980,-0.860311734,Spectra Slope,-0.771187363
1982,Georges Bank,Georges Bank,1980,-0.860311734,GSI,-0.494856573
1982,Georges Bank,Georges Bank,1980,-0.860311734,zp_small,-0.181026446
1982,Georges Bank,Georges Bank,1980,-0.860311734,zp_large,-0.093414448
1982,Gulf of Maine,Gulf of Maine,1980,-0.819609938,SST,-0.018950424
1982,Gulf of Maine,Gulf of Maine,1980,-0.819609938,Commercial Landings,288232824
1982,Gulf of Maine,Gulf of Maine,1980,-0.819609938,Spectra Slope,-0.636575406
1982,Gulf of Maine,Gulf of Maine,1980,-0.819609938,GSI,-0.494856573
1982,Gulf of Maine,Gulf of Maine,1980,-0.819609938,zp_small,-0.087106564
1982,Gulf of Maine,Gulf of Maine,1980,-0.819609938,zp_large,-0.194738615
1982,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.006909567,SST,-0.565543181
1982,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.006909567,Commercial Landings,27906150
1982,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.006909567,Spectra Slope,-0.91425609
1982,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.006909567,GSI,-0.494856573
1982,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.006909567,zp_small,0.120440101
1982,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.006909567,zp_large,0.043049916
1982,Southern New England,Southern New England,1980,-1.004061599,SST,-0.531072842
1982,Southern New England,Southern New England,1980,-1.004061599,Commercial Landings,126422540
1982,Southern New England,Southern New England,1980,-1.004061599,Spectra Slope,-1.019182438
1982,Southern New England,Southern New England,1980,-1.004061599,GSI,-0.494856573
1982,Southern New England,Southern New England,1980,-1.004061599,zp_small,0.120440101
1982,Southern New England,Southern New England,1980,-1.004061599,zp_large,0.043049916
1983,Georges Bank,Georges Bank,1980,-0.856873127,SST,0.337335913
1983,Georges Bank,Georges Bank,1980,-0.856873127,Commercial Landings,99140729
1983,Georges Bank,Georges Bank,1980,-0.856873127,Spectra Slope,-0.42859052
1983,Georges Bank,Georges Bank,1980,-0.856873127,GSI,-0.290645342
1983,Georges Bank,Georges Bank,1980,-0.856873127,zp_small,-0.140349792
1983,Georges Bank,Georges Bank,1980,-0.856873127,zp_large,-0.006918704
1983,Gulf of Maine,Gulf of Maine,1980,-0.89012662,SST,0.487920834
1983,Gulf of Maine,Gulf of Maine,1980,-0.89012662,Commercial Landings,285561100
1983,Gulf of Maine,Gulf of Maine,1980,-0.89012662,Spectra Slope,-0.602759273
1983,Gulf of Maine,Gulf of Maine,1980,-0.89012662,GSI,-0.290645342
1983,Gulf of Maine,Gulf of Maine,1980,-0.89012662,zp_small,-0.360606383
1983,Gulf of Maine,Gulf of Maine,1980,-0.89012662,zp_large,-0.153367796
1983,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.025994519,SST,0.118525758
1983,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.025994519,Commercial Landings,28335519
1983,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.025994519,Spectra Slope,-0.757039229
1983,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.025994519,GSI,-0.290645342
1983,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.025994519,zp_small,0.13403063
1983,Mid-Atlantic Bight,Mid-Atlantic Bight,1980,-1.025994519,zp_large,-0.24679913
1983,Southern New England,Southern New England,1980,-1.073924424,SST,0.270685583
1983,Southern New England,Southern New England,1980,-1.073924424,Commercial Landings,121566961
1983,Southern New England,Southern New England,1980,-1.073924424,Spectra Slope,-1.192357182
1983,Southern New England,Southern New England,1980,-1.073924424,GSI,-0.290645342
1983,Southern New England,Southern New England,1980,-1.073924424,zp_small,0.13403063
1983,Southern New England,Southern New England,1980,-1.073924424,zp_large,-0.24679913
1984,Georges Bank,Georges Bank,1980,-0.923629602,SST,0.307334713
1984,Georges Bank,Georges Bank,1980,-0.923629602,Commercial Landings,83114541
1984,Georges Bank,Georges Bank,1980,-0.923629602,Spectra Slope,-0.902427787
1984,Georges Bank,Georges Bank,1980,-0.923629602,GSI,0.447445648
1984,Georges Bank,Georges Bank,1980,-0.923629602,zp_small,-0.256409079
1984,Georges Bank,Georges Bank,1980,-0.923629602,zp_large,0.148468277
1984,Gulf of Maine,Gulf of Maine,1980,-0.838132419,SST,0.388406717
1984,Gulf of Maine,Gulf of Maine,1980,-0.838132419,Commercial Landings,283695425
1984,Gulf of Maine,Gulf of Maine,1980,-0.838132419,Spectra Slope,-0.58908261
